ingredient,ingredient_key,product_occurrences,egg,fish,milk,peanut,sesame,shellfish,soy,tree_nut,wheat,vegan,vegetarian,pescatarian,gluten_free,egg_safe_products,fish_safe_products,milk_safe_products,peanut_safe_products,sesame_safe_products,shellfish_safe_products,soy_safe_products,tree_nut_safe_products,wheat_safe_products,vegan_safe_products,vegetarian_safe_products,pescatarian_safe_products,gluten_free_safe_products,egg_violates_products,fish_violates_products,milk_violates_products,peanut_violates_products,sesame_violates_products,shellfish_violates_products,soy_violates_products,tree_nut_violates_products,wheat_violates_products,vegan_violates_products,vegetarian_violates_products,pescatarian_violates_products,gluten_free_violates_products
contains 2% or less of sodium phosphates,contains 2 or less of sodium phosphates,43,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,43,7,42,43,43,43,41,43,43,7,7,7,43,0,36,1,0,0,0,2,0,0,36,36,36,0
Contains 2% or Less of Spices,contains 2 or less of spices,120,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,110,31,77,120,120,119,101,112,98,20,31,34,98,10,100,43,0,0,1,19,8,22,100,89,86,22
Contains 2% Or Less Of The Following : Ascorbic Acid (Vitamin C),contains 2 or less of the following ascorbic acid,22,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,22,19,22,22,22,22,22,20,22,19,19,21,22,0,3,0,0,0,0,0,2,0,3,3,1,0
Contains 2% or Less of the Following: Acesulfame Potassium,contains 2 or less of the following acesulfame potassium,53,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,53,53,53,53,53,53,53,53,53,53,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0
Contains 2% or Less of the Following: Apple Juice from Concentrate,contains 2 or less of the following apple juice from concentrate,13,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Contains 2% or Less of the Following: Artificial Color,contains 2 or less of the following artificial color,10,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Contains 2% or Less of the Following: Artificial Flavor,contains 2 or less of the following artificial flavor,16,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,15,14,15,16,16,16,13,14,13,11,14,14,13,1,5,1,0,0,0,3,2,3,5,2,2,3
contains 2% or less of the following: Citric Acid,contains 2 or less of the following citric acid,42,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,40,28,39,42,42,42,36,37,33,17,28,30,34,2,25,3,0,0,0,6,5,9,25,14,12,8
Contains 2% or less of the following: Cold Brew Coffee Extract,contains 2 or less of the following cold brew coffee extract,6,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
CONTAINS 2% OR LESS OF THE FOLLOWING: GLYCERIN,contains 2 or less of the following glycerin,12,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,12,12,9,12,12,12,12,12,9,9,12,12,9,0,3,3,0,0,0,0,0,3,3,0,0,3
Contains 2% or Less of the Following: Magnesium Oxide,contains 2 or less of the following magnesium oxide,47,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,47,47,47,47,47,47,47,47,47,47,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0
Contains 2% or Less of the Following: Natural and Artificial Flavor,contains 2 or less of the following natural and artificial flavor,15,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,13,13,14,15,15,15,12,14,12,10,13,13,12,2,5,1,0,0,0,3,1,3,5,2,2,3
CONTAINS 2% OR LESS OF THE FOLLOWING: NATURAL AND ARTIFICIAL FLAVORS,contains 2 or less of the following natural and artificial flavors,60,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,56,33,56,60,60,58,56,58,58,23,33,33,58,4,37,4,0,0,2,4,2,2,37,27,27,2
Contains 2% or Less of the Following: Natural Flavors,contains 2 or less of the following natural flavors,20,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,19,15,16,20,20,20,13,18,14,12,15,15,14,1,8,4,0,0,0,7,2,6,8,5,5,6
contains 2% or less of the following: salt,contains 2 or less of the following salt,359,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,319,214,275,351,343,357,169,349,141,188,214,220,140,40,171,84,8,16,2,190,10,218,171,145,139,219
Contains 2% or Less of the Following: Sea Salt,contains 2 or less of the following sea salt,56,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,56,35,53,42,56,56,48,56,40,34,35,37,39,0,22,3,14,0,0,8,0,16,22,21,19,17
Contains 2% or less of the following: Soluble Fiber,contains 2 or less of the following soluble fiber,12,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Contains 2% or Less of the Following: Sucralose,contains 2 or less of the following sucralose,11,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,11,11,11,11,11,11,11,11,11,6,11,11,11,0,5,0,0,0,0,0,0,0,5,0,0,0
Contains 2% or Less of the Following: Sugar,contains 2 or less of the following sugar,45,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,40,27,33,43,44,41,15,44,10,22,27,33,12,5,23,12,2,1,4,30,1,35,23,18,12,33
Contains 2% or Less of Titanium Dioxide (for Color),contains 2 or less of titanium dioxide,22,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,16,17,16,22,22,22,16,17,20,11,17,17,20,6,11,6,0,0,0,6,5,2,11,5,5,2
CONTAINS 2% OR LESS OF WATER,contains 2 or less of water,176,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,139,87,96,171,175,176,112,174,120,38,87,91,121,37,138,80,5,1,0,64,2,56,138,89,85,55
CONTAINS 2% OR LESS OF: ACESULFAME POTASSIUM,contains 2 or less of acesulfame potassium,14,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,14,13,13,14,14,14,13,14,14,12,13,13,14,0,2,1,0,0,0,1,0,0,2,1,1,0
Contains 2% or Less of: Apple Juice Concentrate,contains 2 or less of apple juice concentrate,17,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,17,13,15,17,17,17,17,17,15,13,13,13,15,0,4,2,0,0,0,0,0,2,4,4,4,2
Contains 2% Or Less Of: Artificial Flavor,contains 2 or less of artificial flavor,51,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,40,49,25,50,51,51,17,44,32,22,49,49,32,11,29,26,1,0,0,34,7,19,29,2,2,19
CONTAINS 2% OR LESS OF: ASCORBIC ACID,contains 2 or less of ascorbic acid,30,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,28,20,20,30,28,30,14,30,14,18,20,20,14,2,12,10,0,2,0,16,0,16,12,10,10,16
CONTAINS 2% OR LESS OF: BAKING POWDER,contains 2 or less of baking powder,55,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,46,49,22,55,55,55,11,53,6,16,49,49,6,9,39,33,0,0,0,44,2,49,39,6,6,49
Contains 2% or Less of: Black Pepper,contains 2 or less of black pepper,23,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,23,10,21,22,23,23,12,22,12,8,10,10,12,0,15,2,1,0,0,11,1,11,15,13,13,11
contains 2% or less of: brown sugar,contains 2 or less of brown sugar,70,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,65,43,45,51,65,70,31,51,36,18,43,43,36,5,52,25,19,5,0,39,19,34,52,27,27,34
CONTAINS 2% OR LESS OF: CANOLA OIL,contains 2 or less of canola oil,142,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,137,131,89,140,138,141,75,134,48,72,131,133,48,5,70,53,2,4,1,67,8,94,70,11,9,94
Contains 2% or Less of: Carrageenan,contains 2 or less of carrageenan,17,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,17,15,13,17,17,17,14,16,15,12,15,15,15,0,5,4,0,0,0,3,1,2,5,2,2,2
CONTAINS 2% OR LESS OF: CELLULOSE GUM,contains 2 or less of cellulose gum,101,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,98,101,83,101,101,101,82,97,97,83,101,101,97,3,18,18,0,0,0,19,4,4,18,0,0,4
Contains 2% or Less of: Cilantro,contains 2 or less of cilantro,17,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,13,15,12,17,17,17,10,16,16,11,15,15,16,4,6,5,0,0,0,7,1,1,6,2,2,1
Contains 2% or Less of: Cinnamon,contains 2 or less of cinnamon,41,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,34,35,25,41,40,41,10,38,10,19,35,35,7,7,22,16,0,1,0,31,3,31,22,6,6,34
contains 2% or less of: citric acid,contains 2 or less of citric acid,225,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,217,149,202,224,224,225,188,159,190,140,149,149,188,8,85,23,1,1,0,37,66,35,85,76,76,37
CONTAINS 2% OR LESS OF: COCOA* (PROCESSED WITH ALKALI),contains 2 or less of cocoa,193,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,171,190,23,148,193,193,24,124,33,24,190,190,32,22,169,170,45,0,0,169,69,160,169,3,3,161
Contains 2% or Less of: Corn Meal,contains 2 or less of corn meal,29,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,29,24,23,25,25,29,7,29,6,18,24,24,6,0,11,6,4,4,0,22,0,23,11,5,5,23
Contains 2% or Less of: Corn Starch,contains 2 or less of corn starch,228,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,117,171,75,227,226,224,57,205,46,49,171,175,47,111,179,153,1,2,4,171,23,182,179,57,53,181
CONTAINS 2% OR LESS OF: CORNSTARCH,contains 2 or less of cornstarch,155,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,76,146,29,148,154,155,12,153,43,22,146,146,46,79,133,126,7,1,0,143,2,112,133,9,9,109
Contains 2% or Less of: Cottonseed Oil,contains 2 or less of cottonseed oil,8,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,8,7,8,8,8,8,8,8,8,7,7,7,8,0,1,0,0,0,0,0,0,0,1,1,1,0
Contains 2% or Less of: Dehydrated Onion,contains 2 or less of dehydrated onion,23,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,21,20,12,23,23,22,8,22,13,10,20,21,13,2,13,11,0,0,1,15,1,10,13,3,2,10
Contains 2% or Less of: Fruit and Vegetable Juice (for Color),contains 2 or less of fruit and vegetable juice,6,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Contains 2% or Less of: Fruit Pectin,contains 2 or less of fruit pectin,74,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,74,74,73,72,74,74,72,74,72,73,74,74,72,0,1,1,2,0,0,2,0,2,1,0,0,2
CONTAINS 2% OR LESS OF: GINGER,contains 2 or less of ginger,19,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,19,15,15,19,19,19,7,13,7,13,15,15,7,0,6,4,0,0,0,12,6,12,6,4,4,12
Contains 2% or Less of: Grapefruit Juice Concentrate,contains 2 or less of grapefruit juice concentrate,22,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,22,22,22,22,22,22,22,21,22,22,22,22,22,0,0,0,0,0,0,0,1,0,0,0,0,0
CONTAINS 2% OR LESS OF: HI OLEIC SUNFLOWER OIL,contains 2 or less of hi oleic sunflower oil,7,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Contains 2% or Less of: Honey,contains 2 or less of honey,35,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,32,26,24,35,35,35,14,34,7,19,26,26,7,3,16,11,0,0,0,21,1,28,16,9,9,28
"CONTAINS 2% OR LESS OF: LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE)",contains 2 or less of leavening,342,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,178,329,159,338,340,340,40,331,16,140,329,331,16,164,202,183,4,2,2,302,11,326,202,13,11,326
Contains 2% or Less of: Lecithin (Soy),contains 2 or less of lecithin,192,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,187,184,6,113,192,192,7,155,46,6,184,184,45,5,186,186,79,0,0,185,37,146,186,8,8,147
Contains 2% or Less of: Lemon Juice Concentrate,contains 2 or less of lemon juice concentrate,27,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,23,24,13,27,27,27,17,26,22,11,24,25,22,4,16,14,0,0,0,10,1,5,16,3,2,5
CONTAINS 2% OR LESS OF: MALIC ACID,contains 2 or less of malic acid,134,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,128,61,123,131,134,134,79,117,109,51,61,61,109,6,83,11,3,0,0,55,17,25,83,73,73,25
Contains 2% or Less of: Modified Corn Starch,contains 2 or less of modified corn starch,200,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,134,101,85,191,188,196,66,184,59,36,101,112,57,66,164,115,9,12,4,134,16,141,164,99,88,143
contains 2% or less of: modified food starch,contains 2 or less of modified food starch,170,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,132,52,101,170,164,170,88,166,83,15,52,52,79,38,155,69,0,6,0,82,4,87,155,118,118,91
Contains 2% or Less of: Molasses,contains 2 or less of molasses,185,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,147,168,139,118,185,185,18,147,52,121,168,168,72,38,64,46,67,0,0,167,38,133,64,17,17,113
Contains 2% or less of: Monoglycerides,contains 2 or less of monoglycerides,14,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,14,14,14,9,14,14,13,14,12,14,14,14,12,0,0,0,5,0,0,1,0,2,0,0,0,2
Contains 2% Or Less Of: Natural and Artificial Flavor,contains 2 or less of natural and artificial flavor,46,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,39,29,35,45,46,42,34,39,39,13,29,29,39,7,33,11,1,0,4,12,7,7,33,17,17,7
CONTAINS 2% OR LESS OF: NATURAL AND ARTIFICIAL FLAVORS (DERIVED FROM BARLEY),contains 2 or less of natural and artificial flavors,64,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,56,61,28,61,64,64,41,47,47,18,61,62,47,8,46,36,3,0,0,23,17,17,46,3,2,17
Contains 2% or Less of: Natural Flavors,contains 2 or less of natural flavors,301,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,280,255,132,283,300,300,187,232,216,99,255,256,217,21,202,169,18,1,1,114,69,85,202,46,45,84
contains 2% or less of: Onion Powder,contains 2 or less of onion powder,54,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,52,47,15,53,53,54,9,52,7,9,47,48,7,2,45,39,1,1,0,45,2,47,45,7,6,47
Contains 2% or less of: Onions,contains 2 or less of onions,61,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,51,30,22,61,61,59,29,61,38,16,30,32,34,10,45,39,0,0,2,32,0,23,45,31,29,27
Contains 2% or Less of: Palm Oil,contains 2 or less of palm oil,143,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,122,107,82,116,143,142,32,136,15,54,107,108,14,21,89,61,27,0,1,111,7,128,89,36,35,129
Contains 2% or Less of: Rapeseed Oil,contains 2 or less of rapeseed oil,8,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
contains 2% or less of: Rice Flour,contains 2 or less of rice flour,32,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,27,21,14,31,32,29,7,29,14,7,21,27,13,5,25,18,1,0,3,25,3,18,25,11,5,19
CONTAINS 2% OR LESS OF: SILICON DIOXIDE (TO MAKE FREE-FLOWING),contains 2 or less of silicon dioxide,37,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,29,16,24,36,36,37,24,20,33,7,16,16,33,8,30,13,1,1,0,13,17,4,30,21,21,4
Contains 2% or Less of: Spice,contains 2 or less of spice,33,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,25,28,12,31,31,33,12,31,19,9,28,28,19,8,24,21,2,2,0,21,2,14,24,5,5,14
Contains 2% or Less of: Sugar,contains 2 or less of sugar,291,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,255,153,167,289,280,285,114,282,131,70,153,170,125,36,221,124,2,11,6,177,9,160,221,138,121,166
Contains 2% or less of: Sunflower Oil,contains 2 or less of sunflower oil,30,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,30,30,15,30,30,30,22,21,27,15,30,30,27,0,15,15,0,0,0,8,9,3,15,0,0,3
Contains 2% or Less of: Tapioca Starch,contains 2 or less of tapioca starch,17,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,16,10,14,17,16,16,12,17,14,6,10,11,14,1,11,3,0,1,1,5,0,3,11,7,6,3
Contains 2% or Less of: Tomato Paste,contains 2 or less of tomato paste,36,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,33,19,22,36,35,34,19,29,20,13,19,21,19,3,23,14,0,1,2,17,7,16,23,17,15,17
"CONTAINS 2% OR LESS OF: TOMATO PUREE (TOMATO PASTE, WATER)",contains 2 or less of tomato puree,7,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Contains 2% or Less of: Tricalcium Phosphate,contains 2 or less of tricalcium phosphate,19,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,12,19,19,19,19,19,19,18,12,12,19,19,12,7,7,0,0,0,0,0,1,7,7,0,0,7
CONTAINS 2% OR LESS OF: VEGETABLE OIL (SOYBEAN AND/OR CANOLA OIL),contains 2 or less of vegetable oil,233,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,230,171,119,178,232,232,17,142,81,97,171,172,81,3,136,114,55,1,1,216,91,152,136,62,61,152
Contains 2% or Less of: Vinegar,contains 2 or less of vinegar,90,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,77,19,73,88,88,90,68,90,71,9,19,19,70,13,81,17,2,2,0,22,0,19,81,71,71,20
CONTAINS 2% OR LESS OF: XANTHAN GUM,contains 2 or less of xanthan gum,35,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,16,34,23,35,35,35,23,33,30,11,34,34,30,19,24,12,0,0,0,12,2,5,24,1,1,5
CONTAINS 2% OR LESS OF: YEAST EXTRACT,contains 2 or less of yeast extract,34,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,26,26,15,33,33,34,21,29,9,10,26,29,9,8,24,19,1,1,0,13,5,25,24,8,5,25
Contains 2% Or Less Of; Natural & Artificial Flavor,contains 2 or less of natural artificial flavor,47,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,46,27,38,45,47,47,12,47,38,20,27,27,38,1,27,9,2,0,0,35,0,9,27,20,20,9
Contains 2% Or Less: Ascorbic Acid,contains 2 or less ascorbic acid,259,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,117,190,117,245,178,258,43,237,21,55,190,194,21,142,204,142,14,81,1,216,22,238,204,69,65,238
Contains 2% Or Less: Basil,contains 2 or less basil,26,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,15,9,7,25,19,26,11,26,8,6,9,10,8,11,20,19,1,7,0,15,0,18,20,17,16,18
Contains 2% Or Less: Brown Sugar,contains 2 or less brown sugar,62,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,44,23,36,60,56,57,21,57,29,7,23,26,26,18,55,26,2,6,5,41,5,33,55,39,36,36
Contains 2% Or Less: Canola Oil,contains 2 or less canola oil,63,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,51,17,42,60,48,60,33,62,38,6,17,23,39,12,57,21,3,15,3,30,1,25,57,46,40,24
Contains 2% or Less: Natural Flavors,contains 2 or less natural flavors,23,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,23,14,19,23,23,23,22,23,21,11,14,14,23,0,12,4,0,0,0,1,0,2,12,9,9,0
Contains 2% or less: Salt,contains 2 or less salt,333,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,248,54,223,328,326,328,194,326,227,31,54,73,227,85,302,110,5,7,5,139,7,106,302,279,260,106
Contains 2% or less:Sugar,contains 2 or less sugar,43,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,38,14,35,43,41,40,26,40,28,11,14,19,28,5,32,8,0,2,3,17,3,15,32,29,24,15
CONTAINS <2% OF: SILICA,contains 2 of silica,12,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,12,8,12,12,12,12,12,12,12,8,8,8,12,0,4,0,0,0,0,0,0,0,4,4,4,0
contains a bioengineered food ingredient,contains a bioengineered food ingredient,299,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,174,199,105,293,278,285,192,240,129,57,199,237,128,125,242,194,6,21,14,107,59,170,242,100,62,171
Contains Sulfites,contains sulfites,36,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,36,32,34,36,35,36,33,35,35,32,32,32,35,0,4,2,0,1,0,3,1,1,4,4,4,1
Cooked,cooked,62,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,62,24,49,62,59,62,47,60,55,24,24,28,53,0,38,13,0,3,0,15,2,7,38,38,34,9
"Cooked Basmati Rice (Water, Basmati Rice)",cooked basmati rice,25,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,25,14,16,25,24,25,19,19,22,13,14,14,22,0,12,9,0,1,0,6,6,3,12,11,11,3
COOKED BEANS,cooked beans,42,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,42,18,35,42,42,42,31,42,41,18,18,18,41,0,24,7,0,0,0,11,0,1,24,24,24,1
"Cooked Black Beans (Water, Black Beans)",cooked black beans,183,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,160,107,107,178,179,179,105,172,137,78,107,109,128,23,105,76,5,4,4,78,11,46,105,76,74,55
"COOKED CHICKPEAS (WATER, CHICKPEAS)",cooked chickpeas,162,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,158,158,152,162,15,162,134,159,150,149,158,158,148,4,13,10,0,147,0,28,3,12,13,4,4,14
"Cooked Garbanzo Beans (Water, Garbanzo Beans)",cooked garbanzo beans,20,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,18,18,16,20,14,20,16,18,11,14,18,19,10,2,6,4,0,6,0,4,2,9,6,2,1,10
Cooked Grape Must,cooked grape must,137,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,137,136,136,137,137,137,136,137,137,136,136,136,137,0,1,1,0,0,0,1,0,0,1,1,1,0
"Cooked Jasmine Rice (Water, Jasmine Rice)",cooked jasmine rice,24,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,19,13,17,24,16,22,10,18,16,11,13,13,16,5,13,7,0,8,2,14,6,8,13,11,11,8
"COOKED LENTILS(WATER, LENTILS)",cooked lentils,18,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,18,16,13,18,16,18,14,17,15,13,16,16,14,0,5,5,0,2,0,4,1,3,5,2,2,4
Cooked Long Grain White Rice,cooked long grain white rice,22,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,19,11,15,21,19,20,10,18,14,7,11,14,14,3,15,7,1,3,2,12,4,8,15,11,8,8
Cooked Organic Brown Rice,cooked organic brown rice,13,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,13,9,9,13,12,13,9,12,10,9,9,9,10,0,4,4,0,1,0,4,1,3,4,4,4,3
"Cooked Organic Chickpeas (Water, Organic Chickpeas)",cooked organic chickpeas,21,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,21,21,21,21,8,21,17,21,19,21,21,21,19,0,0,0,0,13,0,4,0,2,0,0,0,2
COOKED ORGANIC JASMINE RICE,cooked organic jasmine rice,6,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cooked Organic Quinoa (Water, Organic White Quinoa)",cooked organic quinoa,11,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,11,11,11,11,11,11,11,6,10,11,11,11,10,0,0,0,0,0,0,0,5,1,0,0,0,1
Cooked Organic Red Quinoa,cooked organic red quinoa,10,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,9,10,10,10,9,10,7,10,7,9,10,10,7,1,1,0,0,1,0,3,0,3,1,0,0,3
Cooked Organic White Quinoa,cooked organic white quinoa,9,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,9,8,9,9,9,9,9,9,8,8,8,8,9,0,1,0,0,0,0,0,0,1,1,1,1,0
"Cooked Organic Whole Grain Millet (Water, Organic Millet)",cooked organic whole grain millet,6,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
COOKED PINTO BEANS,cooked pinto beans,77,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,74,38,54,77,77,77,48,76,61,31,38,39,56,3,46,23,0,0,0,29,1,16,46,39,38,21
"COOKED QUINOA (WATER, QUINOA)",cooked quinoa,64,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,63,58,52,64,61,64,48,58,56,49,58,59,56,1,15,12,0,3,0,16,6,8,15,6,5,8
"COOKED RED QUINOA (RED QUINOA, WATER, SALT)",cooked red quinoa,58,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,58,30,37,58,43,57,36,54,39,25,30,31,30,0,33,21,0,15,1,22,4,19,33,28,27,28
