priority_score,normalized_name,canonical_name,lookup_count,is_ready,allergens,diets,blocked_diets,reason_codes,top_surface_forms,datasets,review_status,review_notes
1780,crust pizza dough mix,crust pizza dough mix,18,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"crust (pizza dough mix (enriched bleached wheat flour wheat flour, malted barley flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid , water, soybean oil, salt, sugar, yeast, dough conditioner wheat flour, calcium sulfate, ascorbic acid and 2% or less of each of the following: enzymes wheat )) (10) | crust (pizza dough mix (enriched bleached wheat flour wheat flour, malted barley flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid , water, soy bean oil, salt, sugar, yeast, dough conditioner wheat flour, calcium sulfate, ascorbic acid and 2% or less of each of the following: enzymes wheat )) (8)",usda_only_train:11 | usda_only_val:6 | usda_only_holdout:1,,
1780,louie dressing,louie dressing,18,no,egg | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:egg | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"louie dressing (soybean oil, water, distilled vinegar, tomato paste, sugar, egg yolks, salt (18)",usda_only_train:14 | usda_only_val:2 | usda_only_holdout:2,,
1780,spinach wrap,spinach wrap,18,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"spinach wrap (enriched bleached wheat flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, vegetable shortening soybean oil, vegetable mono and diglycerides, tocopherols vitamin e and vitamin c palmitate as antioxidants (7) | spinach wrap (enriched bleached wheat flour wheat flour, niacin reduced iron, thiamine mononitrate, riboflavin, folic acid , water, vegetable shortening interesterified soybean oil, hydrogenated soybean oil and/or palm oil (7) | spinach wrap (enriched bleached wheat flour flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, vegetable shortening soybean oil, vegetable mono and diglycerides, tocopherols vitamin e and vitamin c palmitate as antioxidants (4)",usda_only_train:12 | usda_only_holdout:5 | usda_only_val:1,,
1780,cuban bread,cuban bread,17,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"cuban bread (enriched wheat flour wheat flour, wheat gluten, niacin, reduced iron, thiamine mononitrate, riboflavin, enzyme, folic acid , soybean oil, yeast (10) | cuban bread (enriched wheat flour wheat flour, wheat gluten, niacin, reduced iron, thiamine mononitrate, riboflavin, enzyme, and folic acid , soybean oil, yeast (7)",usda_only_train:14 | usda_only_val:2 | usda_only_holdout:1,,
1780,lite blue cheese dressing,lite blue cheese dressing,15,no,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"lite blue cheese dressing (buttermilk cultured pasteurized skim milk and milk, sodium citrate and salt , water, soybean oil, blue cheese pasteurized milk, cheese cultures, salt, enzymes, natamycin as an anti-mycotic agent , buttermilk solids (10) | lite blue cheese dressing ((buttermilk cultured pasteurized skim milk and milk, sodium citrate and salt , water, soybean oil, blue cheese pasteurized milk, cheese cultures, salt, enzymes, natamycin as an anti-mycotic agent , buttermilk solids (5)",usda_only_train:10 | usda_only_holdout:3 | usda_only_val:2,,
1780,multigrain flatbread crust,multigrain flatbread crust,15,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"multigrain flatbread crust (water, unbleached enriched wheat flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , whole wheat flour, sprouted whole wheat flour, wheat sourdough water, fermented wheat flour , yeast, soybean oil, sugar (15)",usda_only_train:14 | usda_only_val:1,,
1780,kaiser roll,kaiser roll,14,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"kaiser roll (unbleached enriched flour wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, fully refined soybean oil, yeast, granulated sugar, wheat gluten, salt, calcium propionate to retain freshness , dough improver malted wheat flour, enzymes and 2% or less of ascorbic acid , calcium sulfate, enzymes) (8) | kaiser roll (unbleached unbromated wheat flour malted barley flour, niacin, iron reduced , thiamine mononitrate, riboflavin, folic acid , filtered water, whole wheat flour, rye flour, levain, canola oil (4) | kaiser roll (whole wheat flour, water, unbleached enriched wheat flour (wheatflour, enzyme, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, wheatgluten, yeast, high oleic safflower oil, honey (2)",usda_only_train:12 | usda_only_val:1 | usda_only_holdout:1,,
1780,white tortilla,white tortilla,14,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"white tortilla (enriched bleached flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, soybean oil (7) | white tortilla (enriched bleached flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, soybean oil, citric acid, sodium benzoate, and nisin preparation as preservatives ) (7)",usda_only_train:11 | usda_only_holdout:2 | usda_only_val:1,,
1780,garden vegetable tortilla,garden vegetable tortilla,13,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"garden vegetable tortilla (enriched bleached wheat flour flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid , water, vegetable shortening interesterified soybean oil, fully hydrogenated soybean oil (12) | garden vegetable tortilla (enriched bleached wheat flour flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid , water, vegetable shortening interesterfied soybean oil, fully hydrogenated soybean oil (1)",usda_only_train:9 | usda_only_val:3 | usda_only_holdout:1,,
1780,chile tomato wrap,chile tomato wrap,12,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"chile tomato wrap (enriched bleached wheat flour flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, vegetable shortening soybean oil, vegetable mono and diglycerides, tocopherols vitamin e and vitamin c palmitate as antioxidants , tomato powder dextrose, sugar, onion and garlic powder, paprika, spices, jalapeno pepper, natural and artificial flavors, citric acid, lime juice powder, artificial colors red 40 lake, yellow 5 lake and yellow 6 lake (8) | chile tomato wrap (((enriched bleached wheat flour flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, vegetable shortening soybean oil, vegetable mono and diglycerides, tocopherols vitamin e and vitamin c palmitate as antioxidants , tomato powder dextrose, sugar, onion and garlic powder, paprika, spices, jalapeno pepper, natural and artificial flavors, citric acid, lime juice powder, artificial colors red 40 lake, yellow 5 lake and yellow 6 lake (4)",usda_only_train:9 | usda_only_holdout:2 | usda_only_val:1,,
1780,chipotle wrap,chipotle wrap,12,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"chipotle wrap (enriched bleached wheat flour flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid , water, soybean oil, vegetable mono and diglycerides, tocopherols vitamin e and vitamin c palmitate as antioxidants , chipotle chili salt, dextrose, turmeric, tomato powder, spices, jalapeno powder, natural flavors with extractives of paprika , green bell pepper, cilantro and caramel color , salt, leavening sodium acid pyrophosphate, sodium bicarbonate, corn starch, monocalcium phosphate , monoglycerides, dried chipotle peppers, potassium sorbate, fumaric acid, calcium propionate, guar gum, xanthan gum, sodium metabisulfite dough conditioner ) (4) | chipotle wrap (((enriched bleached flour flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, vegetable shortening interesterified and hydrogenated soybean oil (4) | chipotle wrap (enriched bleached wheat flour flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, soybean oil (4)",usda_only_train:8 | usda_only_val:3 | usda_only_holdout:1,,
1780,donut mix,donut mix,12,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"donut mix (enriched bleached wheat flour wheat flour, malted barley, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , soybean oil, soy flour (3) | donut mix (enriched bleached wheat flour wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid , sugar, cocoa processed with alkali, dextrose, soybean oil, donut coating: powdered sugar, water, sugar, icing stabilizer (calcium carbonate, sugar, calcium sulfate, dextrose, agar, guar gum, sodium hexametaphosphate, monoglycerides) (3) | donut mix (enriched bleached wheat flour wheat flour, malted barley, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , soybean oil, soy flour, sugar, palm oil, glycerine (2) | donut mix (enriched bleached wheat flour wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , soybean oil, soy flour (2) | donut mix (enriched wheat flour flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid , soybean oil, egg yolks, leavening sodium acid pyrophosphate, baking soda , soy flour (1)",usda_only_train:7 | usda_only_val:3 | usda_only_holdout:2,,
1780,multi grain mix,multi grain mix,10,no,sesame | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:sesame | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"multi grain mix (rye flour, cracked wheat, corn grits, barley flakes, rolled oats, rye malt, sesame seeds, flax seeds, millet, wheat flour, wheat gluten, malted barley flour, malted barley extract, spices, ascorbic acid) (5) | multi grain mix (rye flour, cracked wheat, corn grits, barley flakes, rolled oats, rye malt, sesame seeds, flax seed, millet, wheat flour, wheat gluten, malted barley flour, malted barley extract, spices, ascorbic acid) (3) | multi grain mix (rye flour, cracked wheat, corn grits, barley flakes, rolled oats, rye malt, sesame seeds, flaxseeds, millet, wheat flour, wheat gluten, malted barley flour, malted barley extract, spices, ascorbic acid) (2)",usda_only_train:6 | usda_only_holdout:3 | usda_only_val:1,,
1780,chipotle tortilla,chipotle tortilla,9,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"chipotle tortilla (enriched bleached wheat flour flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, soybean oil (7) | chipotle tortilla (enriched bleached wheat flour flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid) (2)",usda_only_train:7 | usda_only_val:2,,
1780,graham crust,graham crust,9,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"graham crust (enriched flour wheat flour, niacin, reduced iron, vitamin b1 (thiamine mononitrate), vitamin b2 (riboflavin), folic acid , invert sugar, whole wheat flour, vegetable oil soybean, palm and palm kernel oil with tbhq (9)",usda_only_train:5 | usda_only_val:4,,
1780,12 grain bread,12 grain bread,8,no,sesame | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:sesame | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"12 grain bread (100% whole grain whole wheat flour, water, brown sugar, wheat gluten, yeast, rye, oats, barley, corn millet, rice flour, canola oil (non-hydrogenated), triticale, sunflower nutmeats, sesame seeds, flaxmeal, buckwheat, salt, raisin juice concentrate (4) | 12 grain bread (100% whole grain whole wheat flour, water, brown sugar, wheat gluten, yeast, rye, oats, barley, corn millet, rice flour, canola oil (non-hydrogrenated), triticale, sunflower nutmeats, sesame seeds, flaxmeal, buckwheat, salt, raisin juice concentrate (4)",usda_only_train:5 | usda_only_val:3,,
1780,7 grain bread,7 grain bread,8,no,sesame | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:sesame | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"7 grain bread (enriched flour, water, whole wheat flour, sunflower seed, sesame seeds, flax seeds, brown sugar, rolled oats (4) | 7 grain bread (enriched flour, water, whole wheat flour, sunflower seeds, sesame seeds, flax seeds, brown sugar, rolled oats (4)",usda_only_train:5 | usda_only_val:2 | usda_only_holdout:1,,
